# Zeit (s)	# Kanal 1 (V)	# D0-D7	
-0.000379	-0.997928	0
-0.000378	-0.99792	0
-0.000377	-0.998182	0
-0.000376	-0.998065	0
-0.000375	-0.997971	0
-0.000374	-0.997854	0
-0.000373	-0.998026	0
-0.000372	-0.997905	0
-0.000371	-0.997928	0
-0.00037	-0.998143	0
-0.000369	-0.99803	0
-0.000368	-0.998077	0
-0.000367	-0.997854	0
-0.000366	-0.997905	0
-0.000365	-0.997901	0
-0.000364	-0.997858	0
-0.000363	-0.997838	0
-0.000362	-0.997791	0
-0.000361	-0.997815	0
-0.00036	-0.997795	0
-0.000359	-0.997776	0
-0.000358	-0.997803	0
-0.000357	-0.997842	0
-0.000356	-0.998061	0
-0.000355	-0.998127	0
-0.000354	-0.998135	0
-0.000353	-0.997983	0
-0.000352	-0.997916	0
-0.000351	-0.998018	0
-0.00035	-0.997967	0
-0.000349	-0.998026	0
-0.000348	-0.998084	0
-0.000347	-0.998131	0
-0.000346	-0.998034	0
-0.000345	-0.997666	0
-0.000344	-0.997897	0
-0.000343	-0.997799	0
-0.000342	-0.997827	0
-0.000341	-0.997764	0
-0.00034	-0.997748	0
-0.000339	-0.997858	0
-0.000338	-0.997733	0
-0.000337	-0.997741	0
-0.000336	-0.997881	0
-0.000335	-0.997866	0
-0.000334	-0.998202	0
-0.000333	-0.998014	0
-0.000332	-0.997995	0
-0.000331	-0.997932	0
-0.00033	-0.997889	0
-0.000329	-0.997913	0
-0.000328	-0.997975	0
-0.000327	-0.99808	0
-0.000326	-0.997948	0
-0.000325	-0.997916	0
-0.000324	-0.997873	0
-0.000323	-0.997647	0
-0.000322	-0.997745	0
-0.000321	-0.997975	0
-0.00032	-0.997952	0
-0.000319	-0.997877	0
-0.000318	-0.997889	0
-0.000317	-0.997862	0
-0.000316	-0.997854	0
-0.000315	-0.99783	0
-0.000314	-0.997858	0
-0.000313	-0.99783	0
-0.000312	-0.998237	0
-0.000311	-0.998061	0
-0.00031	-0.997909	0
-0.000309	-0.997842	0
-0.000308	-0.997948	0
-0.000307	-0.997752	0
-0.000306	-0.997823	0
-0.000305	-0.997944	0
-0.000304	-0.99792	0
-0.000303	-0.997901	0
-0.000302	-0.997717	0
-0.000301	-0.997702	0
-0.0003	-0.996674	0
-0.000299	-0.997772	0
-0.000298	-0.99785	0
-0.000297	-0.997791	0
-0.000296	-0.997795	0
-0.000295	-0.997725	0
-0.000294	-0.99776	0
-0.000293	-0.997745	0
-0.000292	-0.997686	0
-0.000291	-0.998014	0
-0.00029	-0.997995	0
-0.000289	-0.997909	0
-0.000288	-0.99785	0
-0.000287	-0.997963	0
-0.000286	-0.998022	0
-0.000285	-0.997967	0
-0.000284	-0.998057	0
-0.000283	-0.998022	0
-0.000282	-0.997975	0
-0.000281	-0.998045	0
-0.00028	-0.997764	0
-0.000279	-0.99783	0
-0.000278	-0.997901	0
-0.000277	-0.997901	0
-0.000276	-0.997748	0
-0.000275	-0.997795	0
-0.000274	-0.997924	0
-0.000273	-0.997846	0
-0.000272	-0.997803	0
-0.000271	-0.997928	0
-0.00027	-0.997815	0
-0.000269	-0.998256	0
-0.000268	-0.998022	0
-0.000267	-0.997881	0
-0.000266	-0.99785	0
-0.000265	-0.997936	0
-0.000264	-0.99792	0
-0.000263	-0.997916	0
-0.000262	-0.997979	0
-0.000261	-0.997983	0
-0.00026	-0.997916	0
-0.000259	-0.997889	0
-0.000258	-0.9976	0
-0.000257	-0.997819	0
-0.000256	-0.997881	0
-0.000255	-0.997885	0
-0.000254	-0.997873	0
-0.000253	-0.99776	0
-0.000252	-0.997854	0
-0.000251	-0.997788	0
-0.00025	-0.997838	0
-0.000249	-0.997838	0
-0.000248	-0.997901	0
-0.000247	-0.998139	0
-0.000246	-0.997944	0
-0.000245	-0.997944	0
-0.000244	-0.997846	0
-0.000243	-0.997983	0
-0.000242	-0.997948	0
-0.000241	-0.997987	0
-0.00024	-0.998088	0
-0.000239	-0.998077	0
-0.000238	-0.998034	0
-0.000237	-0.997745	0
-0.000236	-0.99778	0
-0.000235	-0.997752	0
-0.000234	-0.997725	0
-0.000233	-0.997877	0
-0.000232	-0.997776	0
-0.000231	-0.997901	0
-0.00023	-0.997854	0
-0.000229	-0.997838	0
-0.000228	-0.997893	0
-0.000227	-0.997811	0
-0.000226	-0.998233	0
-0.000225	-0.998112	0
-0.000224	-0.997983	0
-0.000223	-0.99803	0
-0.000222	-0.998002	0
-0.000221	-0.998018	0
-0.00022	-0.997928	0
-0.000219	-0.997975	0
-0.000218	-0.998026	0
-0.000217	-0.99803	0
-0.000216	-0.997995	0
-0.000215	-0.997674	0
-0.000214	-0.997784	0
-0.000213	-0.99776	0
-0.000212	-0.997756	0
-0.000211	-0.997729	0
-0.00021	-0.997748	0
-0.000209	-0.997686	0
-0.000208	-0.997768	0
-0.000207	-0.997776	0
-0.000206	-0.997799	0
-0.000205	-0.997811	0
-0.000204	-0.998162	0
-0.000203	-0.997909	0
-0.000202	-0.99776	0
-0.000201	-0.997811	0
-0.0002	-0.996717	0
-0.000199	-0.997913	0
-0.000198	-0.997916	0
-0.000197	-0.997952	0
-0.000196	-0.997881	0
-0.000195	-0.997924	0
-0.000194	-0.997748	0
-0.000193	-0.997518	0
-0.000192	-0.997627	0
-0.000191	-0.997768	0
-0.00019	-0.99769	0
-0.000189	-0.997639	0
-0.000188	-0.997733	0
-0.000187	-0.997776	0
-0.000186	-0.997694	0
-0.000185	-0.997846	0
-0.000184	-0.99783	0
-0.000183	-0.997877	0
-0.000182	-0.998151	0
-0.000181	-0.99801	0
-0.00018	-0.997842	0
-0.000179	-0.997846	0
-0.000178	-0.997916	0
-0.000177	-0.997846	0
-0.000176	-0.997889	0
-0.000175	-0.99803	0
-0.000174	-0.997991	0
-0.000173	-0.998069	0
-0.000172	-0.997698	0
-0.000171	-0.997791	0
-0.00017	-0.997838	0
-0.000169	-0.99787	0
-0.000168	-0.997764	0
-0.000167	-0.99778	0
-0.000166	-0.997838	0
-0.000165	-0.997752	0
-0.000164	-0.997733	0
-0.000163	-0.997858	0
-0.000162	-0.997846	0
-0.000161	-0.998268	0
-0.00016	-0.998155	0
-0.000159	-0.998026	0
-0.000158	-0.997987	0
-0.000157	-0.998127	0
-0.000156	-0.998112	0
-0.000155	-0.998073	0
-0.000154	-0.998116	0
-0.000153	-0.998065	0
-0.000152	-0.998037	0
-0.000151	-0.998104	0
-0.00015	-0.997819	0
-0.000149	-0.997913	0
-0.000148	-0.997881	0
-0.000147	-0.997889	0
-0.000146	-0.997764	0
-0.000145	-0.997862	0
-0.000144	-0.997924	0
-0.000143	-0.997834	0
-0.000142	-0.997873	0
-0.000141	-0.997842	0
-0.00014	-0.997842	0
-0.000139	-0.998233	0
-0.000138	-0.998143	0
-0.000137	-0.997955	0
-0.000136	-0.997971	0
-0.000135	-0.998053	0
-0.000134	-0.997995	0
-0.000133	-0.997928	0
-0.000132	-0.99808	0
-0.000131	-0.998049	0
-0.00013	-0.998014	0
-0.000129	-0.99783	0
-0.000128	-0.997651	0
-0.000127	-0.997901	0
-0.000126	-0.997862	0
-0.000125	-0.997799	0
-0.000124	-0.997854	0
-0.000123	-0.997901	0
-0.000122	-0.997842	0
-0.000121	-0.997799	0
-0.00012	-0.997846	0
-0.000119	-0.997846	0
-0.000118	-0.997936	0
-0.000117	-0.998166	0
-0.000116	-0.997936	0
-0.000115	-0.998061	0
-0.000114	-0.997979	0
-0.000113	-0.998018	0
-0.000112	-0.998014	0
-0.000111	-0.997944	0
-0.00011	-0.997916	0
-0.000109	-0.997928	0
-0.000108	-0.998018	0
-0.000107	-0.997733	0
-0.000106	-0.997741	0
-0.000105	-0.997819	0
-0.000104	-0.99785	0
-0.000103	-0.997748	0
-0.000102	-0.997827	0
-0.000101	-0.997952	0
-0.0001	-0.996713	0
-0.000099	-0.997955	0
-0.000098	-0.997979	0
-0.000097	-0.997858	0
-0.000096	-0.998248	0
-0.000095	-0.998155	0
-0.000094	-0.997932	0
-0.000093	-0.997995	0
-0.000092	-0.998065	0
-0.000091	-0.997959	0
-0.00009	-0.997928	0
-0.000089	-0.998108	0
-0.000088	-0.998002	0
-0.000087	-0.998034	0
-0.000086	-0.9981	0
-0.000085	-0.997721	0
-0.000084	-0.99783	0
-0.000083	-0.997916	0
-0.000082	-0.997807	0
-0.000081	-0.997702	0
-0.00008	-0.997827	0
-0.000079	-0.997717	0
-0.000078	-0.997647	0
-0.000077	-0.997745	0
-0.000076	-0.997788	0
-0.000075	-0.997858	0
-0.000074	-0.99833	0
-0.000073	-0.997983	0
-0.000072	-0.997932	0
-0.000071	-0.99801	0
-0.00007	-0.998135	0
-0.000069	-0.997932	0
-0.000068	-0.997987	0
-0.000067	-0.998147	0
-0.000066	-0.99794	0
-0.000065	-0.998014	0
-0.000064	-0.997897	0
-0.000063	-0.997717	0
-0.000062	-0.997803	0
-0.000061	-0.997827	0
-0.00006	-0.997823	0
-0.000059	-0.997834	0
-0.000058	-0.998022	0
-0.000057	-0.99803	0
-0.000056	-0.997948	0
-0.000055	-0.998034	0
-0.000054	-0.997885	0
-0.000053	-0.998018	0
-0.000052	-0.998354	0
-0.000051	-0.998014	0
-0.00005	-0.99787	0
-0.000049	-0.998006	0
-0.000048	-0.997975	0
-0.000047	-0.997916	0
-0.000046	-0.997936	0
-0.000045	-0.9981	0
-0.000044	-0.998002	0
-0.000043	-0.998041	0
-0.000042	-0.99783	0
-0.000041	-0.997866	0
-0.00004	-0.997834	0
-0.000039	-0.997873	0
-0.000038	-0.99783	0
-0.000037	-0.997834	0
-0.000036	-0.997905	0
-0.000035	-0.997916	0
-0.000034	-0.997799	0
-0.000033	-0.99794	0
-0.000032	-0.997846	0
-0.000031	-0.998194	0
-0.00003	-0.99801	0
-0.000029	-0.997909	0
-0.000028	-0.997932	0
-0.000027	-0.998034	0
-0.000026	-0.998014	0
-0.000025	-0.997959	0
-0.000024	-0.998065	0
-0.000023	-0.998037	0
-0.000022	-0.998037	0
-0.000021	-0.997948	0
-0.00002	-0.997741	0
-0.000019	-0.997866	0
-0.000018	-0.997944	0
-0.000017	-0.997838	0
-0.000016	-0.997846	0
-0.000015	-0.997823	0
-0.000014	-0.997846	0
-0.000013	-0.997823	0
-0.000012	-0.99776	0
-0.000011	-0.997819	0
-0.00001	-0.997913	0
-0.000009	-0.998221	0
-0.000008	-0.997971	0
-0.000007	-0.997944	0
-0.000006	-0.997948	0
-0.000005	-0.997858	0
-0.000004	-0.997893	0
-0.000003	-0.997987	0
-0.000002	-0.99801	0
-0.000001	-0.997893	0
-0.0000000000000000140404	-0.996791	0
0.000001	-0.997873	0
0.000002	-0.997717	0
0.000003	-0.997803	0
0.000004	-0.997752	0
0.000005	-0.997834	0
0.000006	-0.997784	0
0.000007	-0.997788	0
0.000008	-0.997678	0
0.000009	-0.997752	0
0.00001	-0.99787	0
0.000011	-0.997752	0
0.000012	-0.998049	0
0.000013	-0.998225	0
0.000014	-0.997983	0
0.000015	-0.99785	0
0.000016	-0.997928	0
0.000017	-0.99783	0
0.000018	-0.997838	0
0.000019	-0.997881	0
0.00002	-0.997963	0
0.000021	-0.997909	0
0.000022	-0.997913	0
0.000023	-0.997553	0
0.000024	-0.997694	0
0.000025	-0.997772	0
0.000026	-0.997725	0
0.000027	-0.997748	0
0.000028	-0.997866	0
0.000029	-0.997944	0
0.00003	-0.997979	0
0.000031	-0.99785	0
0.000032	-0.997955	0
0.000033	-0.997838	0
0.000034	-0.998268	0
0.000035	-0.998088	0
0.000036	-0.998034	0
0.000037	-0.997881	0
0.000038	-0.998014	0
0.000039	-0.99801	0
0.00004	-0.99801	0
0.000041	-0.998049	0
0.000042	-0.998104	0
0.000043	-0.998034	0
0.000044	-0.998065	0
0.000045	-0.997588	0
0.000046	-0.997709	0
0.000047	-0.997885	0
0.000048	-0.997764	0
0.000049	-0.997823	0
0.00005	-0.997901	0
0.000051	-0.997862	0
0.000052	-0.997842	0
0.000053	-0.997834	0
0.000054	-0.99801	0
0.000055	-0.99801	0
0.000056	-0.998428	0
0.000057	-0.998217	0
0.000058	-0.99812	0
0.000059	-0.997967	0
0.00006	-0.998104	0
0.000061	-0.997936	0
0.000062	-0.998026	0
0.000063	-0.9981	0
0.000064	-0.99803	0
0.000065	-0.998026	0
0.000066	-0.997858	0
0.000067	-0.997842	0
0.000068	-0.997846	0
0.000069	-0.99783	0
0.00007	-0.997909	0
0.000071	-0.997815	0
0.000072	-0.998006	0
0.000073	-0.997905	0
0.000074	-0.997846	0
0.000075	-0.99787	0
0.000076	-0.997791	0
0.000077	-0.997987	0
0.000078	-0.998131	0
0.000079	-0.997967	0
0.00008	-0.997932	0
0.000081	-0.997998	0
0.000082	-0.99808	0
0.000083	-0.998026	0
0.000084	-0.998073	0
0.000085	-0.998104	0
0.000086	-0.997991	0
0.000087	-0.997932	0
0.000088	-0.997717	0
0.000089	-0.997772	0
0.00009	-0.997858	0
0.000091	-0.997854	0
0.000092	-0.997737	0
0.000093	-0.997702	0
0.000094	-0.99776	0
0.000095	-0.997713	0
0.000096	-0.997729	0
0.000097	-0.997807	0
0.000098	-0.997866	0
0.000099	-0.998155	0
0.0001	-0.996791	0
0.000101	-0.998061	0
0.000102	-0.997967	0
0.000103	-0.997975	0
0.000104	-0.998041	0
0.000105	-0.998037	0
0.000106	-0.998006	0
0.000107	-0.998014	0
0.000108	-0.997944	0
0.000109	-0.997971	0
0.00011	-0.997596	0
0.000111	-0.99785	0
0.000112	-0.997873	0
0.000113	-0.997741	0
0.000114	-0.997838	0
0.000115	-0.997768	0
0.000116	-0.997788	0
0.000117	-0.997764	0
0.000118	-0.997756	0
0.000119	-0.997772	0
0.00012	-0.99769	0
0.000121	-0.998186	0
0.000122	-0.99794	0
0.000123	-0.997924	0
0.000124	-0.997893	0
0.000125	-0.997948	0
0.000126	-0.997963	0
0.000127	-0.997877	0
0.000128	-0.997909	0
0.000129	-0.997905	0
0.00013	-0.998018	0
0.000131	-0.997772	0
0.000132	-0.997807	0
0.000133	-0.997858	0
0.000134	-0.997881	0
0.000135	-0.997866	0
0.000136	-0.99767	0
0.000137	-0.997807	0
0.000138	-0.997791	0
0.000139	-0.997815	0
0.00014	-0.997893	0
0.000141	-0.997877	0
0.000142	-0.998116	0
0.000143	-0.998151	0
0.000144	-0.998006	0
0.000145	-0.997846	0
0.000146	-0.998014	0
0.000147	-0.998053	0
0.000148	-0.997987	0
0.000149	-0.998112	0
0.00015	-0.998041	0
0.000151	-0.998096	0
0.000152	-0.998123	0
0.000153	-0.997815	0
0.000154	-0.997866	0
0.000155	-0.997967	0
0.000156	-0.997932	0
0.000157	-0.997764	0
0.000158	-0.997854	0
0.000159	-0.997788	0
0.00016	-0.997752	0
0.000161	-0.997807	0
0.000162	-0.997866	0
0.000163	-0.997827	0
0.000164	-0.998217	0
0.000165	-0.99792	0
0.000166	-0.997881	0
0.000167	-0.997909	0
0.000168	-0.998018	0
0.000169	-0.997936	0
0.00017	-0.99794	0
0.000171	-0.998049	0
0.000172	-0.998065	0
0.000173	-0.997866	0
0.000174	-0.997862	0
0.000175	-0.997682	0
0.000176	-0.997737	0
0.000177	-0.997819	0
0.000178	-0.997651	0
0.000179	-0.997702	0
0.00018	-0.997764	0
0.000181	-0.99776	0
0.000182	-0.997729	0
0.000183	-0.997823	0
0.000184	-0.997885	0
0.000185	-0.99794	0
0.000186	-0.998319	0
0.000187	-0.998057	0
0.000188	-0.997991	0
0.000189	-0.997936	0
0.00019	-0.998045	0
0.000191	-0.998022	0
0.000192	-0.997881	0
0.000193	-0.998034	0
0.000194	-0.99801	0
0.000195	-0.99808	0
0.000196	-0.997811	0
0.000197	-0.99778	0
0.000198	-0.997705	0
0.000199	-0.997834	0
0.0002	-0.996729	0
0.000201	-0.997795	0
0.000202	-0.997803	0
0.000203	-0.997725	0
0.000204	-0.997725	0
0.000205	-0.997748	0
0.000206	-0.997866	0
0.000207	-0.997936	0
0.000208	-0.997995	0
0.000209	-0.997944	0
0.00021	-0.99783	0
0.000211	-0.997827	0
0.000212	-0.997881	0
0.000213	-0.997776	0
0.000214	-0.997909	0
0.000215	-0.997975	0
0.000216	-0.997924	0
0.000217	-0.997885	0
0.000218	-0.997709	0
0.000219	-0.997795	0
0.00022	-0.997803	0
0.000221	-0.997842	0
0.000222	-0.997729	0
0.000223	-0.997717	0
0.000224	-0.99787	0
0.000225	-0.99785	0
0.000226	-0.997713	0
0.000227	-0.997717	0
0.000228	-0.997815	0
0.000229	-0.998186	0
0.00023	-0.997909	0
0.000231	-0.997913	0
0.000232	-0.99792	0
0.000233	-0.997975	0
0.000234	-0.998053	0
0.000235	-0.997995	0
0.000236	-0.998065	0
0.000237	-0.998077	0
0.000238	-0.998096	0
0.000239	-0.99792	0
0.00024	-0.997795	0
0.000241	-0.997858	0
0.000242	-0.99785	0
0.000243	-0.997854	0
0.000244	-0.99769	0
0.000245	-0.997823	0
0.000246	-0.997858	0
0.000247	-0.997776	0
0.000248	-0.997721	0
0.000249	-0.997795	0
0.00025	-0.997893	0
0.000251	-0.998159	0
0.000252	-0.997998	0
0.000253	-0.998041	0
0.000254	-0.997928	0
0.000255	-0.998006	0
0.000256	-0.997952	0
0.000257	-0.998104	0
0.000258	-0.998002	0
0.000259	-0.997987	0
0.00026	-0.997948	0
0.000261	-0.997784	0
0.000262	-0.99787	0
0.000263	-0.997803	0
0.000264	-0.997842	0
0.000265	-0.997928	0
0.000266	-0.997807	0
0.000267	-0.997889	0
0.000268	-0.99794	0
0.000269	-0.997877	0
0.00027	-0.997885	0
0.000271	-0.997987	0
0.000272	-0.998221	0
0.000273	-0.998127	0
0.000274	-0.998022	0
0.000275	-0.997916	0
0.000276	-0.997967	0
0.000277	-0.997975	0
0.000278	-0.99794	0
0.000279	-0.997987	0
0.00028	-0.998041	0
0.000281	-0.99787	0
0.000282	-0.997858	0
0.000283	-0.997733	0
0.000284	-0.997678	0
0.000285	-0.99776	0
0.000286	-0.997838	0
0.000287	-0.997768	0
0.000288	-0.99778	0
0.000289	-0.997842	0
0.00029	-0.997807	0
0.000291	-0.997713	0
0.000292	-0.99776	0
0.000293	-0.997815	0
0.000294	-0.998139	0
0.000295	-0.998014	0
0.000296	-0.997948	0
0.000297	-0.997811	0
0.000298	-0.997893	0
0.000299	-0.997948	0
0.0003	-0.996705	0
0.000301	-0.997983	0
0.000302	-0.9981	0
0.000303	-0.998026	0
0.000304	-0.997944	0
0.000305	-0.997862	0
0.000306	-0.997807	0
0.000307	-0.997776	0
0.000308	-0.997854	0
0.000309	-0.997788	0
0.00031	-0.997698	0
0.000311	-0.99783	0
0.000312	-0.99776	0
0.000313	-0.997791	0
0.000314	-0.997815	0
0.000315	-0.997944	0
0.000316	-0.998077	0
0.000317	-0.997932	0
0.000318	-0.997924	0
0.000319	-0.997827	0
0.00032	-0.997873	0
0.000321	-0.997967	0
0.000322	-0.997897	0
0.000323	-0.99801	0
0.000324	-0.997932	0
0.000325	-0.997948	0
0.000326	-0.997791	0
0.000327	-0.997913	0
0.000328	-0.997756	0
0.000329	-0.997698	0
0.00033	-0.997799	0
0.000331	-0.997631	0
0.000332	-0.997737	0
0.000333	-0.99778	0
0.000334	-0.997799	0
0.000335	-0.997807	0
0.000336	-0.997811	0
0.000337	-0.998166	0
0.000338	-0.998026	0
0.000339	-0.997885	0
0.00034	-0.997866	0
0.000341	-0.99785	0
0.000342	-0.997987	0
0.000343	-0.997799	0
0.000344	-0.997764	0
0.000345	-0.997909	0
0.000346	-0.997955	0
0.000347	-0.997901	0
0.000348	-0.997694	0
0.000349	-0.997858	0
0.00035	-0.99783	0
0.000351	-0.997819	0
0.000352	-0.997784	0
0.000353	-0.99783	0
0.000354	-0.997924	0
0.000355	-0.997885	0
0.000356	-0.997924	0
0.000357	-0.997854	0
0.000358	-0.997998	0
0.000359	-0.998295	0
0.00036	-0.998139	0
0.000361	-0.997998	0
0.000362	-0.997873	0
0.000363	-0.997959	0
0.000364	-0.997987	0
0.000365	-0.997967	0
0.000366	-0.998002	0
0.000367	-0.998041	0
0.000368	-0.998084	0
0.000369	-0.997924	0
0.00037	-0.997834	0
0.000371	-0.997885	0
0.000372	-0.99783	0
0.000373	-0.997858	0
0.000374	-0.997823	0
0.000375	-0.997799	0
0.000376	-0.997803	0
0.000377	-0.997752	0
0.000378	-0.997866	0
0.000379	-0.997952	0
0.00038	-0.998049	0
0.000381	-0.99826	0
0.000382	-0.997991	0
0.000383	-0.997983	0
0.000384	-0.997959	0
0.000385	-0.997944	0
0.000386	-0.997987	0
0.000387	-0.997916	0
0.000388	-0.997955	0
0.000389	-0.998002	0
0.00039	-0.997889	0
0.000391	-0.997791	0
0.000392	-0.99787	0
0.000393	-0.997834	0
0.000394	-0.997823	0
0.000395	-0.997791	0
0.000396	-0.997604	0
0.000397	-0.997795	0
0.000398	-0.997795	0
0.000399	-0.997811	0
0.0004	-0.996686	0
0.000401	-0.997998	0
0.000402	-0.998276	0
0.000403	-0.998123	0
0.000404	-0.998022	0
0.000405	-0.997889	0
0.000406	-0.998026	0
0.000407	-0.998061	0
0.000408	-0.998037	0
0.000409	-0.99808	0
0.00041	-0.99819	0
0.000411	-0.99801	0
0.000412	-0.997998	0
0.000413	-0.997811	0
0.000414	-0.997854	0
0.000415	-0.997823	0
0.000416	-0.997834	0
0.000417	-0.997823	0
0.000418	-0.997733	0
0.000419	-0.997858	0
0.00042	-0.997846	0
0.000421	-0.997893	0
0.000422	-0.99778	0
0.000423	-0.997924	0
0.000424	-0.9981	0
0.000425	-0.997936	0
0.000426	-0.997788	0
0.000427	-0.997807	0
0.000428	-0.997959	0
0.000429	-0.997905	0
0.00043	-0.997928	0
0.000431	-0.997913	0
0.000432	-0.997971	0
0.000433	-0.997909	0
0.000434	-0.997815	0
0.000435	-0.99769	0
0.000436	-0.997815	0
0.000437	-0.997694	0
0.000438	-0.997811	0
0.000439	-0.997737	0
0.00044	-0.997788	0
0.000441	-0.997702	0
0.000442	-0.997752	0
0.000443	-0.997737	0
0.000444	-0.997705	0
0.000445	-0.997842	0
0.000446	-0.998104	0
0.000447	-0.997873	0
0.000448	-0.997932	0
0.000449	-0.997854	0
0.00045	-0.997944	0
0.000451	-0.997959	0
0.000452	-0.997998	0
0.000453	-0.997963	0
0.000454	-0.997959	0
0.000455	-0.998065	0
0.000456	-0.997655	0
0.000457	-0.997721	0
0.000458	-0.997854	0
0.000459	-0.997803	0
0.00046	-0.997748	0
0.000461	-0.997815	0
0.000462	-0.997873	0
0.000463	-0.997823	0
0.000464	-0.99787	0
0.000465	-0.997893	0
0.000466	-0.997936	0
0.000467	-0.99837	0
0.000468	-0.998104	0
0.000469	-0.998034	0
0.00047	-0.998073	0
0.000471	-0.997983	0
0.000472	-0.997998	0
0.000473	-0.997913	0
0.000474	-0.997936	0
0.000475	-0.997932	0
0.000476	-0.997952	0
0.000477	-0.99792	0
0.000478	-0.9976	0
0.000479	-0.997834	0
0.00048	-0.997834	0
0.000481	-0.997725	0
0.000482	-0.99785	0
0.000483	-0.997866	0
0.000484	-0.997784	0
0.000485	-0.997799	0
0.000486	-0.997862	0
0.000487	-0.997827	0
0.000488	-0.997838	0
0.000489	-0.998217	0
0.00049	-0.997788	0
0.000491	-0.99787	0
0.000492	-0.997924	0
0.000493	-0.997897	0
0.000494	-0.997916	0
0.000495	-0.997987	0
0.000496	-0.998037	0
0.000497	-0.998034	0
0.000498	-0.998061	0
0.000499	-0.997788	0
0.0005	-0.996643	0
0.000501	-0.997889	0
0.000502	-0.997764	0
0.000503	-0.997811	0
0.000504	-0.997772	0
0.000505	-0.997784	0
0.000506	-0.997807	0
0.000507	-0.997803	0
0.000508	-0.99792	0
0.000509	-0.997784	0
0.00051	-0.997979	0
0.000511	-0.998116	0
0.000512	-0.997979	0
0.000513	-0.99794	0
0.000514	-0.997854	0
0.000515	-0.997881	0
0.000516	-0.997807	0
0.000517	-0.997784	0
0.000518	-0.997995	0
0.000519	-0.997952	0
0.00052	-0.99792	0
0.000521	-0.997561	0
0.000522	-0.997737	0
0.000523	-0.997702	0
0.000524	-0.997807	0
0.000525	-0.99769	0
0.000526	-0.997674	0
0.000527	-0.997733	0
0.000528	-0.997709	0
0.000529	-0.997702	0
